OTU	log_x	log_y	log_x/y	r
OTU 1	-3.044985293	-5.188605102	2.143619809	6.658019771
OTU 2	-0.724309653	-1.86145059	1.137140937	2.089804425
OTU 3	-3.606427434	-5.188605102	1.582177669	3.488381786
OTU 4	-0.445102221	-5.188605102	4.743502881	132.8270773
OTU 5	-4.752555469	-1.951312765	-2.801242705	0.022434367
OTU 6	-4.752555469	-2.476797873	-2.275757596	0.041082454
OTU 7	-4.752555469	-5.188605102	0.436049633	0.932309248
OTU 8	-1.523642063	-1.457580722	-0.066061341	0.523003392
OTU 9	-4.752555469	-5.188605102	0.436049633	0.932309248
OTU 10	-1.788295839	-1.809843927	0.021548088	0.578507801
OTU 11	-4.752555469	-1.943833341	-2.808722129	0.022242014
OTU 13	-2.823136543	-2.785484581	-0.037651963	0.540392353
OTU 14	-4.752555469	-5.188605102	0.436049633	0.932309248
OTU 15	-1.824672059	-1.897680543	0.073008484	0.613817715
OTU 16	-3.036552126	-3.410453852	0.373901726	0.867932676
OTU 17	-2.21347937	-2.074327806	-0.139151565	0.480794392
OTU 18	-4.752555469	-0.850706776	-3.901848693	0.006318454
OTU 19	-4.752555469	-1.360912813	-3.391642656	0.01136878
OTU 20	-2.119087014	-1.726207104	-0.392879909	0.359000639
OTU 21	-2.939642113	-3.489635098	0.549992985	1.062996094
OTU 22	-2.185529103	-1.895021589	-0.290507514	0.403907036
OTU 23	-1.903136055	-5.188605102	3.285469047	24.78961029
OTU 24	-3.451525474	-2.174925405	-1.276600069	0.12978818
OTU 25	-1.927779007	-3.064753461	1.136974454	2.08940391
OTU 26	-2.122127594	-2.700054386	0.577926791	1.09773768
OTU 27	-2.28866248	-3.012513843	0.723851363	1.298556521
OTU 28	-4.752555469	-1.201564815	-3.550990654	0.00946324
OTU 29	-2.926480666	-5.188605102	2.262124436	7.631280091
OTU 30	-4.752555469	-1.213679116	-3.538876353	0.009596149
OTU 31	-1.847839924	-2.658405404	0.81056548	1.434887711
OTU 32	-2.527246187	-3.349756011	0.822509824	1.454755768
OTU 33	-1.134612034	-3.224817275	2.09020524	6.260914834
OTU 34	-4.752555469	-3.159221324	-1.593334145	0.090129737
OTU 35	-4.752555469	-1.28671107	-3.465844399	0.010437896
OTU 36	-4.752555469	-1.288729906	-3.463825563	0.010462185
OTU 37	-2.635284174	-3.657126185	1.021842012	1.830021456
OTU 38	-4.752555469	-1.316973798	-3.435581672	0.010807975
OTU 39	-2.340935763	-1.918392247	-0.422543516	0.346947225
OTU 40	-4.752555469	-5.188605102	0.436049633	0.932309248
OTU 41	-2.625450671	-3.003913671	0.378463	0.872502492
OTU 42	-2.400372951	-2.815693099	0.415320148	0.910322443
OTU 43	-1.848922953	-3.545152426	1.696229473	3.977863829
OTU 44	-2.591187467	-2.230041219	-0.361146248	0.372359169
OTU 45	-4.752555469	-5.188605102	0.436049633	0.932309248
OTU 46	-2.426219608	-2.638376749	0.212157141	0.720466424
OTU 47	-4.752555469	-3.197379026	-1.555176443	0.094177456
OTU 48	-4.752555469	-1.528879007	-3.223676462	0.013794214
OTU 49	-2.907457429	-2.608821506	-0.298635924	0.400144834
OTU 50	-4.752555469	-5.188605102	0.436049633	0.932309248
OTU 51	-3.261193775	-5.188605102	1.927411327	5.190878209
OTU 52	-4.752555469	-5.188605102	0.436049633	0.932309248
OTU 53	-1.998207133	-5.188605102	3.190397969	22.21949378
OTU 54	-4.752555469	-1.525469787	-3.227085682	0.013740177
OTU 55	-3.451525474	-2.263293011	-1.188232463	0.143687485
OTU 56	-4.752555469	-5.188605102	0.436049633	0.932309248
OTU 57	-4.752555469	-5.188605102	0.436049633	0.932309248
OTU 58	-4.752555469	-1.566805878	-3.185749591	0.014409881
OTU 59	-4.752555469	-3.151178604	-1.601376865	0.08929903
OTU 60	-2.383339612	-5.188605102	2.80526549	14.26158915
OTU 61	-2.535071525	-2.415550409	-0.119521116	0.491784252
OTU 62	-2.920046556	-2.819389245	-0.100657312	0.502581525
OTU 63	-2.502135467	-2.881109064	0.378973597	0.873015541
OTU 64	-2.428273014	-5.188605102	2.760332088	13.54257408
OTU 65	-2.818057018	-3.071333806	0.253276789	0.755394068
OTU 66	-2.84407045	-5.188605102	2.344534652	8.390783236
OTU 67	-3.390827633	-5.188605102	1.797777469	4.471198083
OTU 68	-2.324420675	-5.188605102	2.864184427	15.26256018
OTU 69	-2.284208139	-5.188605102	2.904396963	15.98577359
OTU 70	-2.567864038	-5.188605102	2.620741064	11.53202852
OTU 71	-1.592988276	-5.188605102	3.595616826	35.42775144
OTU 72	-4.752555469	-3.498409022	-1.254146447	0.133187035
OTU 73	-2.414098976	-2.694450508	0.280351533	0.779311244
OTU 74	-4.752555469	-5.188605102	0.436049633	0.932309248
OTU 75	-3.752555469	-2.453805273	-1.298750197	0.126520261
OTU 76	-2.383339612	-2.390645458	0.007305847	0.569099363
OTU 77	-4.752555469	-5.188605102	0.436049633	0.932309248
OTU 78	-3.247405491	-3.909851501	0.66244601	1.20992425
OTU 79	-4.752555469	-5.188605102	0.436049633	0.932309248
OTU 80	-3.01219278	-3.188605102	0.176412322	0.691419044
OTU 81	-4.752555469	-5.188605102	0.436049633	0.932309248
OTU 82	-2.424175866	-2.209512201	-0.214663664	0.440761187
OTU 83	-2.615834902	-3.139387079	0.523552177	1.031124877
OTU 84	-1.806103204	-4.285515115	2.479411911	9.800339744
OTU 85	-2.659133784	-5.188605102	2.529471318	10.38175642
OTU 86	-2.106151743	-3.984485119	1.878333377	4.905709919
OTU 87	-2.05795027	-3.403275267	1.345324997	2.655814113
OTU 88	-4.752555469	-1.862474145	-2.890081324	0.02025324
OTU 89	-2.565034748	-2.823117117	0.258082369	0.759584966
OTU 90	-2.612676383	-2.68210007	0.069423687	0.611289617
OTU 91	-2.612676383	-3.313543839	0.700867456	1.264645794
OTU 92	-2.628703828	-3.084801381	0.456097553	0.954078156
OTU 93	-2.261193775	-5.188605102	2.927411327	16.4149982
OTU 94	-4.752555469	-1.86617905	-2.886376419	0.020339813
OTU 95	-2.562223771	-3.139387079	0.577163308	1.096773201
OTU 96	-2.6453455	-2.787204561	0.141859062	0.664453674
OTU 97	-3.004367442	-2.663560295	-0.340807147	0.381181314
OTU 98	-2.926480666	-2.746125333	-0.180355333	0.458519182
OTU 99	-4.752555469	-5.188605102	0.436049633	0.932309248
OTU 100	-3.673374223	-2.039694109	-1.633680114	0.086038953
OTU 101	-4.752555469	-1.79837674	-2.95417873	0.01881247
OTU 102	-3.208487425	-2.470103413	-0.738384012	0.241181044
OTU 103	-3.57646421	-3.337346753	-0.239117457	0.42852528
OTU 104	-3.247405491	-3.575821245	0.328415755	0.823650665
OTU 105	-4.752555469	-3.958156181	-0.794399288	0.226118206
OTU 106	-2.662650358	-5.188605102	2.525954744	10.33980976
OTU 107	-4.752555469	-5.188605102	0.436049633	0.932309248
OTU 108	-3.522106548	-5.188605102	1.666498554	3.844009507
OTU 109	-2.10322061	-5.188605102	3.085384492	19.68917059
OTU 110	-2.512006221	-3.644537058	1.132530837	2.078742017
OTU 111	-4.752555469	-3.362530299	-1.39002517	0.113899703
OTU 112	-4.752555469	-1.874105874	-2.878449595	0.020526286
OTU 113	-2.907457429	-3.30779151	0.400334081	0.894751049
OTU 114	-4.752555469	-5.188605102	0.436049633	0.932309248
OTU 115	-4.752555469	-2.876851241	-1.875704228	0.065115302
OTU 116	-1.832954445	-5.188605102	3.355650657	26.87574454
OTU 117	-4.752555469	-5.188605102	0.436049633	0.932309248
OTU 118	-4.752555469	-3.586545111	-1.166010358	0.147411035
OTU 119	-4.752555469	-5.188605102	0.436049633	0.932309248
OTU 120	-2.939642113	-2.594212552	-0.345429561	0.37915815
OTU 121	-3.390827633	-2.367747113	-1.02308052	0.173778048
OTU 122	-4.752555469	-5.188605102	0.436049633	0.932309248
OTU 123	-2.920046556	-5.188605102	2.268558546	7.688019014
OTU 124	-3.0282796	-5.188605102	2.160325503	6.78731378
OTU 125	-2.375978512	-5.188605102	2.81262659	14.38296657
OTU 126	-2.989127476	-2.858191329	-0.130936147	0.485363488
OTU 127	-2.889232609	-2.318201197	-0.571031412	0.292428347
OTU 128	-4.752555469	-1.955608992	-2.796946477	0.022545607
OTU 129	-4.752555469	-2.644537058	-2.108018411	0.049834026
OTU 130	-4.752555469	-1.959948144	-2.792607325	0.022658519
OTU 131	-4.752555469	-1.960718398	-2.791837072	0.022678621
OTU 132	-4.752555469	-2.001931235	-2.750624235	0.023780614
OTU 133	-4.752555469	-5.188605102	0.436049633	0.932309248
OTU 134	-4.752555469	-5.188605102	0.436049633	0.932309248
OTU 135	-4.752555469	-3.015418834	-1.737136635	0.07637775
OTU 136	-3.01219278	-2.108700634	-0.903492145	0.199429364
OTU 137	-3.390827633	-3.425177109	0.034349475	0.587097071
OTU 138	-4.752555469	-5.188605102	0.436049633	0.932309248
OTU 139	-4.752555469	-5.188605102	0.436049633	0.932309248
OTU 140	-4.752555469	-2.013383302	-2.739172167	0.02409623
OTU 141	-2.404250606	-3.670091162	1.265840556	2.423569364
OTU 142	-4.752555469	-5.188605102	0.436049633	0.932309248
OTU 143	-4.752555469	-2.014254505	-2.738300965	0.02412041
OTU 144	-4.752555469	-2.278514557	-2.474040913	0.032697513
OTU 145	-3.053585465	-2.632302601	-0.421282863	0.347451143
OTU 146	-4.752555469	-5.188605102	0.436049633	0.932309248
OTU 147	-4.752555469	-5.188605102	0.436049633	0.932309248
OTU 148	-4.752555469	-5.188605102	0.436049633	0.932309248
OTU 149	-4.752555469	-5.188605102	0.436049633	0.932309248
OTU 150	-3.089797638	-2.987207978	-0.10258966	0.501464676
OTU 151	-4.752555469	-2.059882818	-2.692672651	0.025421364
OTU 152	-4.752555469	-5.188605102	0.436049633	0.932309248
OTU 153	-4.752555469	-2.069349213	-2.683206256	0.025699936
OTU 154	-4.752555469	-5.188605102	0.436049633	0.932309248
OTU 155	-4.752555469	-5.188605102	0.436049633	0.932309248
OTU 156	-4.752555469	-5.188605102	0.436049633	0.932309248
OTU 157	-4.752555469	-2.53442856	-2.218126909	0.043900728
OTU 158	-2.652184924	-3.535392588	0.883207664	1.560051761
OTU 159	-3.305397438	-3.726207104	0.420809666	0.916093938
OTU 160	-4.752555469	-5.188605102	0.436049633	0.932309248
OTU 161	-4.752555469	-5.188605102	0.436049633	0.932309248
OTU 162	-3.129306179	-3.396213413	0.266907234	0.767341688
OTU 163	-3.473801868	-3.343507062	-0.130294806	0.485721998
OTU 164	-2.615834902	-3.167415803	0.551580901	1.064941193
OTU 165	-4.752555469	-3.440417075	-1.312138394	0.124585064
OTU 166	-4.752555469	-5.188605102	0.436049633	0.932309248
OTU 167	-4.752555469	-5.188605102	0.436049633	0.932309248
OTU 168	-4.752555469	-2.135142497	-2.617412972	0.027722264
OTU 169	-4.752555469	-5.188605102	0.436049633	0.932309248
OTU 170	-4.752555469	-2.907571735	-1.844983734	0.06745953
OTU 171	-3.451525474	-5.188605102	1.737079629	4.169413711
OTU 172	-4.752555469	-5.188605102	0.436049633	0.932309248
OTU 173	-4.752555469	-5.188605102	0.436049633	0.932309248
OTU 174	-3.290157471	-3.215477249	-0.074680223	0.517839369
OTU 175	-3.053585465	-2.770303811	-0.283281654	0.407281186
OTU 176	-3.673374223	-2.254106651	-1.419267572	0.110128922
OTU 177	-4.752555469	-2.169073418	-2.583482052	0.028826648
OTU 178	-3.305397438	-5.188605102	1.883207664	4.933316833
OTU 179	-2.416095735	-5.188605102	2.772509367	13.73377283
OTU 180	-2.974404219	-4.343507062	1.369102843	2.729521991
OTU 181	-4.752555469	-2.203178628	-2.549376841	0.029981044
OTU 182	-4.752555469	-2.399729986	-2.352825483	0.037594337
OTU 183	-4.752555469	-3.369061167	-1.383494303	0.114759335
